Protein ID	RNA ID
3O58-a	3O58-1
3O5H-S	3O5H-1
3O5H-T	3O5H-1
3O5H-a	3O5H-1
3OAQ-S	3OAQ-A
3OAQ-T	3OAQ-A
3OAQ-N	3OAQ-A
3OAR-S	3OAR-A
3OAR-T	3OAR-A
3OAR-N	3OAR-A
3OAS-S	3OAS-A
3OAS-T	3OAS-A
3OAS-N	3OAS-A
3OAT-S	3OAT-A
3OAT-T	3OAT-A
3OAT-N	3OAT-A
3OFA-S	3OFA-A
3OFA-T	3OFA-A
3OFA-N	3OFA-A
3OFB-S	3OFB-A
3OFB-T	3OFB-A
3OFB-N	3OFB-A
3OFC-S	3OFC-A
3OFC-T	3OFC-A
3OFC-N	3OFC-A
3OFD-S	3OFD-A
3OFD-T	3OFD-A
3OFD-N	3OFD-A
3OFO-S	3OFO-A
3OFO-T	3OFO-A
3OFO-N	3OFO-A
3OFP-S	3OFP-A
3OFP-T	3OFP-A
3OFP-N	3OFP-A
3OFQ-S	3OFQ-A
3OFQ-T	3OFQ-A
3OFQ-N	3OFQ-A
3OFR-S	3OFR-A
3OFR-T	3OFR-A
3OFR-N	3OFR-A
3OFX-S	3OFX-A
3OFX-T	3OFX-A
3OFX-N	3OFX-A
3OFY-S	3OFY-A
3OFY-T	3OFY-A
3OFY-N	3OFY-A
3OFZ-S	3OFZ-A
3OFZ-T	3OFZ-A
3OFZ-N	3OFZ-A
3OG0-S	3OG0-A
3OG0-T	3OG0-A
3OG0-N	3OG0-A
3OGE-S	3OGE-A
3OGE-T	3OGE-A
3OGE-N	3OGE-A
3OGY-S	3OGY-A
3OGY-T	3OGY-A
3OGY-N	3OGY-A
3OH5-S	3OH5-A
3OH5-T	3OH5-A
3OH5-N	3OH5-A
3OH7-S	3OH7-A
3OH7-T	3OH7-A
3OH7-N	3OH7-A
3OHC-S	3OHC-A
3OHC-T	3OHC-A
3OHC-N	3OHC-A
3OHD-S	3OHD-A
3OHD-T	3OHD-A
3OHD-N	3OHD-A
3OHJ-S	3OHJ-A
3OHJ-T	3OHJ-A
3OHJ-N	3OHJ-A
3OHK-S	3OHK-A
3OHK-T	3OHK-A
3OHK-N	3OHK-A
3OHY-S	3OHY-A
3OHY-T	3OHY-A
3OHY-N	3OHY-A
3OHZ-S	3OHZ-A
3OHZ-T	3OHZ-A
3OHZ-N	3OHZ-A
3OI0-S	3OI0-A
3OI0-T	3OI0-A
3OI0-N	3OI0-A
3OI1-S	3OI1-A
3OI1-T	3OI1-A
3OI1-N	3OI1-A
3OI2-S	3OI2-A
3OI2-T	3OI2-A
3OI2-N	3OI2-A
3OI3-S	3OI3-A
3OI3-T	3OI3-A
3OI3-N	3OI3-A
3OI4-S	3OI4-A
3OI4-T	3OI4-A
3OI4-N	3OI4-A
3OI5-S	3OI5-A
3OI5-T	3OI5-A
3OI5-N	3OI5-A
3OR9-S	3OR9-A
3OR9-T	3OR9-A
3OR9-N	3OR9-A
3ORA-S	3ORA-A
3ORA-T	3ORA-A
3ORA-N	3ORA-A
3ORB-S	3ORB-A
3ORB-T	3ORB-A
3ORB-N	3ORB-A
3OTO-S	3OTO-A
3OTO-T	3OTO-A
3OTO-N	3OTO-A
3PIO-S	3PIO-X
3PIO-N	3PIO-X
3PIO-K	3PIO-X
3PIP-S	3PIP-X
3PIP-N	3PIP-X
3PIP-K	3PIP-X
3PLA-E	3PLA-H
3PLA-C	3PLA-H
3PLA-C	3PLA-N
3PO2-K	3PO2-P
3PO2-E	3PO2-P
3PO2-J	3PO2-P
3PYN-S	3PYN-A
3PYN-T	3PYN-A
3PYN-N	3PYN-A
3PYO-S	3PYO-A
3PYO-T	3PYO-A
3PYO-N	3PYO-A
3PYQ-S	3PYQ-A
3PYQ-T	3PYQ-A
3PYQ-N	3PYQ-A
3PYR-S	3PYR-A
3PYR-T	3PYR-A
3PYR-N	3PYR-A
3PYS-S	3PYS-A
3PYS-T	3PYS-A
3PYS-N	3PYS-A
3PYT-S	3PYT-A
3PYT-T	3PYT-A
3PYT-N	3PYT-A
3PYU-S	3PYU-A
3PYU-T	3PYU-A
3PYU-N	3PYU-A
3PYV-S	3PYV-A
3PYV-T	3PYV-A
3PYV-N	3PYV-A
3R8S-S	3R8S-A
3R8S-T	3R8S-A
3R8S-N	3R8S-A
3R8T-S	3R8T-A
3R8T-T	3R8T-A
3R8T-N	3R8T-A
3SFS-S	3SFS-A
3SFS-T	3SFS-A
3SFS-N	3SFS-A
3SGF-S	3SGF-A
3SGF-T	3SGF-A
3SGF-N	3SGF-A
3SIU-B	3SIU-C
3SIV-E	3SIV-F
3SIV-D	3SIV-F
3T1H-S	3T1H-A
3T1H-T	3T1H-A
3T1H-N	3T1H-A
3T1Y-S	3T1Y-A
3T1Y-T	3T1Y-A
3T1Y-N	3T1Y-A
3TVE-S	3TVE-A
3TVE-T	3TVE-A
3TVE-N	3TVE-A
3TVF-S	3TVF-A
3TVF-T	3TVF-A
3TVF-N	3TVF-A
3TVG-S	3TVG-A
3TVG-T	3TVG-A
3TVG-N	3TVG-A
3TVH-S	3TVH-A
3TVH-T	3TVH-A
3TVH-N	3TVH-A
3UOQ-S	3UOQ-A
3UOQ-T	3UOQ-A
3UOQ-N	3UOQ-A
3UOS-S	3UOS-A
3UOS-T	3UOS-A
3UOS-N	3UOS-A
3UXQ-S	3UXQ-A
3UXQ-T	3UXQ-A
3UXQ-N	3UXQ-A
3UXR-S	3UXR-A
3UXR-T	3UXR-A
3UXR-N	3UXR-A
3UXS-S	3UXS-A
3UXS-T	3UXS-A
3UXS-N	3UXS-A
3UXT-S	3UXT-A
3UXT-T	3UXT-A
3UXT-N	3UXT-A
3UYD-S	3UYD-A
3UYD-T	3UYD-A
3UYD-K	3UYD-A
3UYE-S	3UYE-A
3UYE-T	3UYE-A
3UYE-N	3UYE-A
3UYF-S	3UYF-A
3UYF-T	3UYF-A
3UYF-N	3UYF-A
3UYG-S	3UYG-A
3UYG-T	3UYG-A
3UYG-N	3UYG-A
3UZ1-S	3UZ1-A
3UZ1-T	3UZ1-A
3UZ1-N	3UZ1-A
3UZ2-S	3UZ2-A
3UZ2-T	3UZ2-A
3UZ2-N	3UZ2-A
3UZ3-S	3UZ3-A
3UZ3-T	3UZ3-A
3UZ3-N	3UZ3-A
3UZ4-S	3UZ4-A
3UZ4-T	3UZ4-A
3UZ4-N	3UZ4-A
3UZ6-S	3UZ6-A
3UZ6-T	3UZ6-A
3UZ6-N	3UZ6-A
3UZ7-S	3UZ7-A
3UZ7-T	3UZ7-A
3UZ7-N	3UZ7-A
3UZ8-S	3UZ8-A
3UZ8-T	3UZ8-A
3UZ8-N	3UZ8-A
3UZ9-S	3UZ9-A
3UZ9-T	3UZ9-A
3UZ9-N	3UZ9-A
3UZF-S	3UZF-A
3UZF-T	3UZF-A
3UZF-N	3UZF-A
3UZG-S	3UZG-A
3UZG-T	3UZG-A
3UZG-N	3UZG-A
3UZH-S	3UZH-A
3UZH-T	3UZH-A
3UZH-N	3UZH-A
3UZI-S	3UZI-A
3UZI-T	3UZI-A
3UZI-N	3UZI-A
3UZK-S	3UZK-A
3UZK-T	3UZK-A
3UZK-N	3UZK-A
3UZL-S	3UZL-A
3UZL-T	3UZL-A
3UZL-N	3UZL-A
3UZM-S	3UZM-A
3UZM-T	3UZM-A
3UZM-N	3UZM-A
3UZN-S	3UZN-A
3UZN-T	3UZN-A
3UZN-N	3UZN-A
3UZS-B	3UZS-C
3UZS-G	3UZS-C
3V22-S	3V22-A
3V22-T	3V22-A
3V22-N	3V22-A
3V23-S	3V23-A
3V23-T	3V23-A
3V23-N	3V23-A
3V24-S	3V24-A
3V24-T	3V24-A
3V24-N	3V24-A
3V25-S	3V25-A
3V25-T	3V25-A
3V25-N	3V25-A
3V26-S	3V26-A
3V26-T	3V26-A
3V26-N	3V26-A
3V27-S	3V27-A
3V27-T	3V27-A
3V27-N	3V27-A
3V28-S	3V28-A
3V28-T	3V28-A
3V28-N	3V28-A
3V29-S	3V29-A
3V29-T	3V29-A
3V29-N	3V29-A
3V2C-S	3V2C-A
3V2C-T	3V2C-A
3V2C-N	3V2C-A
3V2D-S	3V2D-A
3V2D-T	3V2D-A
3V2D-N	3V2D-A
3V2E-S	3V2E-A
3V2E-T	3V2E-A
3V2E-N	3V2E-A
3V2F-S	3V2F-A
3V2F-T	3V2F-A
3V2F-N	3V2F-A
3ZVO-S	3ZVO-A
3ZVO-T	3ZVO-A
3ZVO-N	3ZVO-A
3ZVP-S	3ZVP-A
3ZVP-T	3ZVP-A
3ZVP-N	3ZVP-A
4A17-S	4A17-2
4A17-T	4A17-2
4A17-N	4A17-2
4A18-T	4A18-1
4A18-N	4A18-1
4A18-K	4A18-1
4A19-T	4A19-1
4A19-N	4A19-1
4A19-K	4A19-1
4A1A-S	4A1A-2
4A1A-T	4A1A-2
4A1A-N	4A1A-2
4A1B-T	4A1B-1
4A1B-N	4A1B-1
4A1B-K	4A1B-1
4A1C-S	4A1C-2
4A1C-T	4A1C-2
4A1C-N	4A1C-2
4A1D-T	4A1D-1
4A1D-N	4A1D-1
4A1D-K	4A1D-1
4A1E-S	4A1E-2
4A1E-T	4A1E-2
4A1E-N	4A1E-2
4ABR-S	4ABR-A
4ABR-T	4ABR-A
4ABR-N	4ABR-A
4ABS-S	4ABS-A
4ABS-T	4ABS-A
4ABS-N	4ABS-A
4AQY-S	4AQY-A
4AQY-T	4AQY-A
4AQY-N	4AQY-A
4DH9-S	4DH9-A
4DH9-T	4DH9-A
4DH9-N	4DH9-A
4DHA-S	4DHA-A
4DHA-T	4DHA-A
4DHA-N	4DHA-A
4DHB-S	4DHB-A
4DHB-T	4DHB-A
4DHB-N	4DHB-A
4DHC-S	4DHC-A
4DHC-T	4DHC-A
4DHC-N	4DHC-A
4DR1-S	4DR1-A
4DR1-T	4DR1-A
4DR1-N	4DR1-A
4DR2-S	4DR2-A
4DR2-T	4DR2-A
4DR2-N	4DR2-A
4DR3-S	4DR3-A
4DR3-T	4DR3-A
4DR3-N	4DR3-A
4DR4-S	4DR4-A
4DR4-T	4DR4-A
4DR4-N	4DR4-A
4DR5-S	4DR5-A
4DR5-T	4DR5-A
4DR5-N	4DR5-A
4DR6-S	4DR6-A
4DR6-T	4DR6-A
4DR6-N	4DR6-A
4DR7-S	4DR7-A
4DR7-T	4DR7-A
4DR7-N	4DR7-A
4DUY-S	4DUY-A
4DUY-T	4DUY-A
4DUY-N	4DUY-A
4DUZ-S	4DUZ-A
4DUZ-T	4DUZ-A
4DUZ-N	4DUZ-A
4DV0-S	4DV0-A
4DV0-T	4DV0-A
4DV0-N	4DV0-A
4DV1-S	4DV1-A
4DV1-T	4DV1-A
4DV1-N	4DV1-A
4DV2-S	4DV2-A
4DV2-T	4DV2-A
4DV2-N	4DV2-A
4DV3-S	4DV3-A
4DV3-T	4DV3-A
4DV3-N	4DV3-A
4DV4-S	4DV4-A
4DV4-T	4DV4-A
4DV4-N	4DV4-A
4DV5-S	4DV5-A
4DV5-T	4DV5-A
4DV5-N	4DV5-A
4DV6-S	4DV6-A
4DV6-T	4DV6-A
4DV6-N	4DV6-A
4DV7-S	4DV7-A
4DV7-T	4DV7-A
4DV7-N	4DV7-A
4G5K-S	4G5K-A
4G5K-T	4G5K-A
4G5K-N	4G5K-A
4G5L-S	4G5L-A
4G5L-T	4G5L-A
4G5L-N	4G5L-A
4G5M-S	4G5M-A
4G5M-T	4G5M-A
4G5M-N	4G5M-A
4G5N-S	4G5N-A
4G5N-T	4G5N-A
4G5N-N	4G5N-A
4G5T-S	4G5T-A
4G5T-T	4G5T-A
4G5T-N	4G5T-A
4G5U-S	4G5U-A
4G5U-T	4G5U-A
4G5U-N	4G5U-A
4G5V-S	4G5V-A
4G5V-T	4G5V-A
4G5V-N	4G5V-A
4G5W-S	4G5W-A
4G5W-T	4G5W-A
4G5W-N	4G5W-A
4GAQ-S	4GAQ-A
4GAQ-T	4GAQ-A
4GAQ-N	4GAQ-A
4GAR-S	4GAR-A
4GAR-T	4GAR-A
4GAR-N	4GAR-A
4GAS-S	4GAS-A
4GAS-T	4GAS-A
4GAS-N	4GAS-A
4GAU-S	4GAU-A
4GAU-T	4GAU-A
4GAU-N	4GAU-A
4GD1-S	4GD1-A
4GD1-T	4GD1-A
4GD1-N	4GD1-A
4GD2-S	4GD2-A
4GD2-T	4GD2-A
4GD2-N	4GD2-A
4GZY-E	4GZY-R
4GZY-D	4GZY-R
4GZY-A	4GZY-R
4GZZ-E	4GZZ-R
4GZZ-D	4GZZ-R
4GZZ-A	4GZZ-R
4IFD-K	4IFD-R
4IFD-E	4IFD-R
4IFD-B	4IFD-R
