Protein ID	RNA ID
3CCM-B	3CCM-0
3CCM-Q	3CCM-0
3CCQ-N	3CCQ-9
3CCQ-B	3CCQ-0
3CCR-N	3CCR-9
3CCR-B	3CCR-0
3CCR-Q	3CCR-0
3CCS-N	3CCS-9
3CCS-B	3CCS-0
3CCS-Q	3CCS-0
3CCU-N	3CCU-9
3CCU-B	3CCU-0
3CCU-Q	3CCU-0
3CCV-N	3CCV-9
3CCV-B	3CCV-0
3CCV-Q	3CCV-0
3CD6-N	3CD6-9
3CD6-B	3CD6-0
3CD6-Q	3CD6-0
3CF5-A	3CF5-X
3CF5-J	3CF5-X
3CF5-T	3CF5-X
3CF5-L	3CF5-Z
3CIY-A	3CIY-D
3CIY-B	3CIY-D
3CMA-N	3CMA-9
3CMA-B	3CMA-0
3CMA-Q	3CMA-0
3CME-N	3CME-9
3CME-B	3CME-0
3CME-Q	3CME-0
3CPW-P	3CPW-0
3CPW-B	3CPW-0
3CPW-M	3CPW-9
3CUL-A	3CUL-C
3CUN-A	3CUN-C
3CXC-P	3CXC-0
3CXC-B	3CXC-0
3CXC-M	3CXC-9
3CZ3-A	3CZ3-F
3CZ3-B	3CZ3-E
3D5A-X	3D5A-A
3D5A-K	3D5A-A
3D5A-M	3D5A-A
3D5A-I	3D5A-A
3D5A-G	3D5A-A
3D5B-S	3D5B-B
3D5B-Q	3D5B-A
3D5B-D	3D5B-A
3D5B-0	3D5B-A
3D5C-X	3D5C-A
3D5C-K	3D5C-A
3D5C-E	3D5C-A
3D5C-M	3D5C-A
3D5C-I	3D5C-A
3D5C-G	3D5C-A
3D5D-S	3D5D-B
3D5D-Q	3D5D-A
3D5D-D	3D5D-A
3D5D-0	3D5D-A
3DD2-H	3DD2-B
3DF1-I	3DF1-A
3DF2-O	3DF2-A
3DF2-W	3DF2-B
3DF2-M	3DF2-B
3DF2-C	3DF2-B
3DF3-I	3DF3-A
3DF4-O	3DF4-A
3DF4-W	3DF4-B
3DF4-M	3DF4-B
3DF4-C	3DF4-B
3DH3-A	3DH3-E
3DLL-J	3DLL-X
3DLL-W	3DLL-X
3DLL-T	3DLL-X
3DLL-B	3DLL-X
3DLL-D	3DLL-X
3DLL-L	3DLL-Z
3EGZ-A	3EGZ-B
3EPH-A	3EPH-E
3EPJ-A	3EPJ-E
3EPK-A	3EPK-E
3EPL-A	3EPL-E
3F1E-X	3F1E-A
3F1E-K	3F1E-A
3F1E-E	3F1E-A
3F1E-M	3F1E-A
3F1E-I	3F1E-A
3F1E-G	3F1E-A
3F1F-S	3F1F-B
3F1F-Q	3F1F-A
3F1F-D	3F1F-A
3F1F-0	3F1F-A
3F1G-X	3F1G-A
3F1G-K	3F1G-A
3F1G-E	3F1G-A
3F1G-M	3F1G-A
3F1G-I	3F1G-A
3F1G-G	3F1G-A
3F1H-S	3F1H-B
3F1H-Q	3F1H-A
3F1H-D	3F1H-A
3F1H-0	3F1H-A
3FOZ-A	3FOZ-C
3FTE-A	3FTE-D
3FTF-A	3FTF-C
3G4S-N	3G4S-9
3G4S-B	3G4S-0
3G6E-N	3G6E-9
3G6E-B	3G6E-0
3G6E-Q	3G6E-0
3G71-N	3G71-9
3G71-B	3G71-0
3G71-Q	3G71-0
3G8S-A	3G8S-P
3G8T-A	3G8T-P
3G96-A	3G96-P
3G9C-A	3G9C-P
3GTO-B	3GTO-R
3GTP-B	3GTP-R
3H3V-B	3H3V-P
3HHN-B	3HHN-C
3HJF-A	3HJF-Y
3HJW-A	3HJW-D
3HJY-A	3HJY-D
3HK2-A	3HK2-D
3HL2-A	3HL2-E
3HM9-A	3HM9-Y
3HOU-B	3HOU-3
3HOV-B	3HOV-P
3HOW-B	3HOW-3
3HOX-B	3HOX-P
3HOY-B	3HOY-P
3HOZ-B	3HOZ-P
3HTX-A	3HTX-B
3HUW-V	3HUW-W
3HUW-M	3HUW-A
3HUW-I	3HUW-A
3HUX-S	3HUX-B
3HUX-Q	3HUX-A
3HUX-D	3HUX-A
3HUX-0	3HUX-A
3HUY-V	3HUY-W
3HUY-M	3HUY-A
3HUY-I	3HUY-A
3HUZ-S	3HUZ-B
3HUZ-Q	3HUZ-A
3HUZ-D	3HUZ-A
3HUZ-0	3HUZ-A
3HXM-A	3HXM-Y
3I1M-L	3I1M-A
3I1N-F	3I1N-A
3I1N-O	3I1N-B
3I1N-W	3I1N-A
3I1N-M	3I1N-A
3I1N-C	3I1N-A
3I1O-L	3I1O-A
3I1P-O	3I1P-B
3I1P-W	3I1P-A
3I1P-M	3I1P-A
3I1P-C	3I1P-A
3I1Q-M	3I1Q-A
3I1Q-I	3I1Q-A
3I1Q-L	3I1Q-A
3I1R-F	3I1R-A
3I1R-O	3I1R-B
3I1R-W	3I1R-A
3I1R-M	3I1R-A
3I1R-C	3I1R-A
3I1S-I	3I1S-A
3I1T-O	3I1T-B
3I1T-W	3I1T-A
3I1T-M	3I1T-A
3I1T-C	3I1T-A
3I1Z-M	3I1Z-A
3I1Z-I	3I1Z-A
3I1Z-L	3I1Z-A
3I20-O	3I20-B
3I20-W	3I20-A
3I20-M	3I20-A
3I20-C	3I20-A
3I21-I	3I21-A
3I21-L	3I21-A
3I22-O	3I22-B
3I22-W	3I22-A
3I22-M	3I22-A
3I22-C	3I22-A
3I4M-B	3I4M-P
3I4N-B	3I4N-P
3I55-N	3I55-9
3I55-B	3I55-0
3I56-N	3I56-9
3I56-B	3I56-0
3I8F-P	3I8F-A
3I8F-Q	3I8F-B
3I8F-D	3I8F-A
3I8F-G	3I8F-A
3I8F-3	3I8F-A
3I8G-F	3I8G-A
3I8G-J	3I8G-A
3I8G-H	3I8G-A
3I8G-G	3I8G-A
3I8G-L	3I8G-A
3I8H-F	3I8H-A
3I8H-O	3I8H-A
3I8H-J	3I8H-A
3I8H-N	3I8H-A
3I8H-P	3I8H-A
3I8H-V	3I8H-A
3I8H-H	3I8H-A
3I8H-G	3I8H-A
3I8H-L	3I8H-A
3I8I-P	3I8I-A
3I8I-Q	3I8I-B
3I8I-D	3I8I-A
3I8I-3	3I8I-A
3I9B-F	3I9B-A
3I9B-J	3I9B-A
3I9B-N	3I9B-A
3I9B-P	3I9B-A
3I9B-H	3I9B-A
3I9B-G	3I9B-A
3I9B-L	3I9B-A
3I9C-P	3I9C-A
3I9C-Q	3I9C-B
3I9C-D	3I9C-A
3I9C-3	3I9C-A
3I9D-F	3I9D-A
3I9D-O	3I9D-A
3I9D-J	3I9D-A
3I9D-N	3I9D-A
3I9D-P	3I9D-A
3I9D-H	3I9D-A
3I9D-G	3I9D-A
3I9D-L	3I9D-A
3I9E-P	3I9E-A
3I9E-Q	3I9E-B
3I9E-D	3I9E-A
3I9E-3	3I9E-A
3IAB-B	3IAB-R
3ICQ-T	3ICQ-D
3IIN-A	3IIN-B
3IRW-P	3IRW-R
3IVK-A	3IVK-C
3IWN-C	3IWN-A
3K0J-A	3K0J-E
3KFU-F	3KFU-L
3KFU-B	3KFU-N
3KIQ-m	3KIQ-a
3KIQ-d	3KIQ-a
3KIQ-y	3KIQ-a
3KIQ-c	3KIQ-a
3KIQ-k	3KIQ-a
3KIQ-g	3KIQ-a
3KIQ-i	3KIQ-a
3KIR-S	3KIR-B
3KIR-Q	3KIR-A
3KIR-D	3KIR-A
3KIR-0	3KIR-A
3KIS-e	3KIS-a
3KIS-m	3KIS-a
3KIS-d	3KIS-a
3KIS-y	3KIS-a
3KIS-c	3KIS-a
3KIS-k	3KIS-a
3KIS-g	3KIS-a
3KIT-S	3KIT-B
3KIT-Q	3KIT-A
3KIT-D	3KIT-A
3KIT-0	3KIT-A
3KIT-G	3KIT-A
3KIU-m	3KIU-a
3KIU-d	3KIU-a
3KIU-k	3KIU-a
3KIU-g	3KIU-a
3KIU-i	3KIU-a
3KIW-S	3KIW-B
3KIW-Q	3KIW-A
3KIW-D	3KIW-A
3KIW-0	3KIW-A
3KIX-d	3KIX-a
3KIX-k	3KIX-a
3KIX-g	3KIX-a
3KIX-i	3KIX-a
3KIY-S	3KIY-B
3KIY-Q	3KIY-A
3KIY-D	3KIY-A
3KIY-0	3KIY-A
3KNH-K	3KNH-A
3KNH-M	3KNH-A
3KNH-D	3KNH-A
3KNH-I	3KNH-A
3KNH-G	3KNH-A
3KNI-S	3KNI-B
3KNI-Q	3KNI-A
3KNI-D	3KNI-A
3KNI-0	3KNI-A
3KNJ-K	3KNJ-A
3KNJ-M	3KNJ-A
3KNJ-G	3KNJ-A
3KNJ-L	3KNJ-A
3KNK-S	3KNK-B
3KNK-Q	3KNK-A
3KNK-D	3KNK-A
3KNK-0	3KNK-A
3KNL-K	3KNL-A
3KNL-M	3KNL-A
3KNL-I	3KNL-A
3KNL-G	3KNL-A
3KNM-S	3KNM-B
3KNM-Q	3KNM-A
3KNM-D	3KNM-A
3KNM-0	3KNM-A
3KNN-K	3KNN-A
3KNN-M	3KNN-A
3KNN-I	3KNN-A
3KNN-G	3KNN-A
3KNN-L	3KNN-A
3KNO-S	3KNO-B
3KNO-D	3KNO-A
3KNO-0	3KNO-A
3KS8-A	3KS8-F
3KS8-C	3KS8-E
3KTV-B	3KTV-A
3KTW-A	3KTW-C
3L3C-A	3L3C-P
3LQX-A	3LQX-B
3LWO-A	3LWO-D
3LWP-A	3LWP-D
3LWQ-A	3LWQ-D
3LWR-A	3LWR-D
3LWV-A	3LWV-D
3MOJ-B	3MOJ-A
3MR8-V	3MR8-A
3MR8-M	3MR8-A
3MR8-I	3MR8-A
3MRZ-O	3MRZ-B
3MRZ-W	3MRZ-A
3MRZ-M	3MRZ-A
3MRZ-C	3MRZ-A
3MS0-V	3MS0-A
3MS0-M	3MS0-A
3MS0-I	3MS0-A
3MS1-O	3MS1-B
3MS1-W	3MS1-A
3MS1-M	3MS1-A
3MS1-C	3MS1-A
3MUM-P	3MUM-R
3MUR-P	3MUR-R
3MUT-P	3MUT-R
3MUV-P	3MUV-R
3MXH-P	3MXH-R
3NDB-A	3NDB-M
3NMU-A	3NMU-D
3NVI-A	3NVI-E
3NVK-E	3NVK-K
3O2Z-J	3O2Z-1
3O30-J	3O30-1
3O58-O	3O58-1
3O58-T	3O58-1
3O58-d	3O58-3
3O58-E	3O58-2
3O58-Q	3O58-1
3O58-D	3O58-1
3O58-C	3O58-1
3O5H-O	3O5H-1
3O5H-T	3O5H-1
3O5H-d	3O5H-3
3O5H-E	3O5H-2
3O5H-B	3O5H-1
3O5H-Q	3O5H-1
3O5H-D	3O5H-1
3OAQ-L	3OAQ-A
3OAR-L	3OAR-A
3OAS-O	3OAS-B
3OAS-W	3OAS-A
3OAS-M	3OAS-A
3OAS-C	3OAS-A
3OAT-O	3OAT-B
3OAT-W	3OAT-A
3OAT-M	3OAT-A
3OAT-C	3OAT-A
3OFA-L	3OFA-A
3OFB-L	3OFB-A
3OFC-O	3OFC-B
3OFC-W	3OFC-A
3OFC-M	3OFC-A
3OFC-C	3OFC-A
3OFD-O	3OFD-B
3OFD-W	3OFD-A
3OFD-M	3OFD-A
3OFD-C	3OFD-A
3OFO-L	3OFO-A
3OFP-I	3OFP-A
3OFQ-O	3OFQ-B
3OFQ-W	3OFQ-A
3OFQ-M	3OFQ-A
3OFQ-C	3OFQ-A
3OFR-O	3OFR-B
3OFR-M	3OFR-A
3OFR-C	3OFR-A
3OFX-L	3OFX-A
3OFY-L	3OFY-A
3OFZ-O	3OFZ-B
3OFZ-W	3OFZ-A
3OFZ-M	3OFZ-A
3OFZ-C	3OFZ-A
3OG0-O	3OG0-B
3OG0-W	3OG0-A
3OG0-M	3OG0-A
3OG0-C	3OG0-A
3OGE-D	3OGE-A
3OGY-D	3OGY-A
3OH5-S	3OH5-B
3OH5-Q	3OH5-A
3OH5-D	3OH5-A
3OH5-0	3OH5-A
3OH7-S	3OH7-B
3OH7-Q	3OH7-A
3OH7-D	3OH7-A
3OH7-0	3OH7-A
3OHC-D	3OHC-A
3OHD-D	3OHD-A
3OHJ-S	3OHJ-B
3OHJ-Q	3OHJ-A
3OHJ-D	3OHJ-A
3OHJ-0	3OHJ-A
3OHK-S	3OHK-B
3OHK-Q	3OHK-A
3OHK-D	3OHK-A
3OHK-0	3OHK-A
3OHY-D	3OHY-A
3OHZ-S	3OHZ-B
3OHZ-Q	3OHZ-A
3OHZ-D	3OHZ-A
3OHZ-0	3OHZ-A
3OI0-D	3OI0-A
3OI1-S	3OI1-B
3OI1-Q	3OI1-A
3OI1-D	3OI1-A
3OI1-0	3OI1-A
3OI2-D	3OI2-A
3OI3-S	3OI3-B
3OI3-Q	3OI3-A
3OI3-D	3OI3-A
3OI3-0	3OI3-A
3OI4-D	3OI4-A
3OI5-S	3OI5-B
3OI5-Q	3OI5-A
3OI5-D	3OI5-A
3OI5-0	3OI5-A
3OLA-A	3OLA-B
3OR9-L	3OR9-A
3ORA-L	3ORA-A
3ORB-O	3ORB-B
3ORB-W	3ORB-A
3ORB-M	3ORB-A
3ORB-C	3ORB-A
3OTO-D	3OTO-A
3OUY-A	3OUY-C
3OV7-A	3OV7-C
3OVA-A	3OVA-C
3OVB-A	3OVB-C
3OVS-A	3OVS-C
3P49-B	3P49-A
3PIO-A	3PIO-X
3PIO-J	3PIO-X
3PIO-T	3PIO-X
3PIO-D	3PIO-X
3PIO-L	3PIO-Y
3PIP-A	3PIP-X
3PIP-J	3PIP-X
3PIP-W	3PIP-X
3PIP-T	3PIP-X
3PIP-L	3PIP-Y
3PLA-A	3PLA-H
3PLA-M	3PLA-N
3PO2-A	3PO2-P
3PYN-D	3PYN-A
3PYN-I	3PYN-A
3PYO-O	3PYO-B
3PYO-W	3PYO-A
3PYO-M	3PYO-A
3PYO-C	3PYO-A
3PYQ-I	3PYQ-A
3PYR-O	3PYR-B
3PYR-W	3PYR-A
3PYR-M	3PYR-A
3PYR-C	3PYR-A
3PYS-D	3PYS-A
3PYS-I	3PYS-A
3PYT-O	3PYT-B
3PYT-W	3PYT-A
3PYT-M	3PYT-A
3PYT-C	3PYT-A
3PYU-I	3PYU-A
3PYV-O	3PYV-B
3PYV-W	3PYV-A
3PYV-M	3PYV-A
3PYV-C	3PYV-A
3Q1Q-A	3Q1Q-B
3Q1R-A	3Q1R-B
3R1H-A	3R1H-C
3R1L-A	3R1L-C
3R8S-O	3R8S-B
3R8S-W	3R8S-A
3R8S-M	3R8S-A
3R8S-C	3R8S-A
3R8T-O	3R8T-B
3R8T-W	3R8T-A
3R8T-M	3R8T-A
3R8T-C	3R8T-A
3R9X-A	3R9X-C
3RW6-A	3RW6-H
3SFS-I	3SFS-A
3SGF-S	3SGF-B
3SGF-Q	3SGF-A
3SGF-C	3SGF-A
3SGF-0	3SGF-A
3SIU-A	3SIU-C
3SIV-A	3SIV-F
3SIV-B	3SIV-F
3SN2-A	3SN2-B
3SNP-A	3SNP-C
3T1H-I	3T1H-A
3T1Y-I	3T1Y-A
3TRZ-A	3TRZ-U
3TS0-A	3TS0-U
3TS2-A	3TS2-U
3TUP-A	3TUP-T
3TVE-X	3TVE-A
3TVE-P	3TVE-A
3TVE-Q	3TVE-B
3TVE-D	3TVE-A
3TVE-G	3TVE-A
3TVE-3	3TVE-A
3TVF-J	3TVF-A
3TVF-N	3TVF-A
3TVF-G	3TVF-A
3TVF-L	3TVF-A
3TVG-J	3TVG-A
3TVG-G	3TVG-A
3TVG-L	3TVG-A
3TVH-P	3TVH-A
3TVH-Q	3TVH-B
3TVH-D	3TVH-A
3TVH-3	3TVH-A
3U4M-A	3U4M-B
3U56-A	3U56-B
3UCU-P	3UCU-R
3UCZ-P	3UCZ-R
3UD3-P	3UD3-R
3UD4-P	3UD4-R
3UMY-A	3UMY-B
3UOQ-L	3UOQ-A
3UOS-S	3UOS-B
3UOS-Q	3UOS-A
3UOS-C	3UOS-A
3UOS-0	3UOS-A
3UXQ-S	3UXQ-B
3UXQ-Q	3UXQ-A
3UXQ-D	3UXQ-A
3UXQ-0	3UXQ-A
3UXR-S	3UXR-B
3UXR-Q	3UXR-A
3UXR-D	3UXR-A
3UXR-0	3UXR-A
3UXS-L	3UXS-A
3UXT-D	3UXT-A
3UYD-J	3UYD-A
3UYD-N	3UYD-A
3UYD-P	3UYD-A
3UYD-L	3UYD-A
3UYE-P	3UYE-A
3UYE-Q	3UYE-B
3UYE-D	3UYE-A
3UYE-G	3UYE-A
3UYE-3	3UYE-A
3UYF-J	3UYF-A
3UYF-L	3UYF-A
3UYG-P	3UYG-A
3UYG-Q	3UYG-B
3UYG-D	3UYG-A
3UYG-3	3UYG-A
3UZ1-P	3UZ1-A
3UZ1-Q	3UZ1-B
3UZ1-D	3UZ1-A
3UZ1-3	3UZ1-A
3UZ2-P	3UZ2-A
3UZ2-Q	3UZ2-B
3UZ2-D	3UZ2-A
3UZ2-3	3UZ2-A
3UZ3-J	3UZ3-A
3UZ3-N	3UZ3-A
3UZ3-G	3UZ3-A
3UZ3-L	3UZ3-A
3UZ4-J	3UZ4-A
3UZ4-L	3UZ4-A
3UZ6-F	3UZ6-A
3UZ6-J	3UZ6-A
3UZ6-N	3UZ6-A
3UZ6-H	3UZ6-A
3UZ6-L	3UZ6-A
3UZ7-F	3UZ7-A
3UZ7-J	3UZ7-A
3UZ7-N	3UZ7-A
3UZ7-H	3UZ7-A
3UZ7-G	3UZ7-A
3UZ7-L	3UZ7-A
3UZ8-P	3UZ8-A
3UZ8-Q	3UZ8-B
3UZ8-D	3UZ8-A
3UZ8-3	3UZ8-A
3UZ9-P	3UZ9-A
3UZ9-Q	3UZ9-B
3UZ9-D	3UZ9-A
3UZ9-3	3UZ9-A
3UZF-P	3UZF-A
3UZF-Q	3UZF-B
3UZF-D	3UZF-A
3UZF-3	3UZF-A
3UZG-F	3UZG-A
3UZG-O	3UZG-A
3UZG-J	3UZG-A
3UZG-N	3UZG-A
3UZG-H	3UZG-A
3UZG-G	3UZG-A
3UZG-L	3UZG-A
3UZH-P	3UZH-A
3UZH-Q	3UZH-B
3UZH-D	3UZH-A
3UZH-3	3UZH-A
3UZI-F	3UZI-A
3UZI-J	3UZI-A
3UZI-H	3UZI-A
3UZI-G	3UZI-A
3UZI-L	3UZI-A
3UZK-P	3UZK-A
3UZK-Q	3UZK-B
3UZK-D	3UZK-A
3UZK-3	3UZK-A
3UZL-F	3UZL-A
3UZL-O	3UZL-A
3UZL-J	3UZL-A
3UZL-N	3UZL-A
3UZL-H	3UZL-A
3UZL-L	3UZL-A
3UZM-F	3UZM-A
3UZM-J	3UZM-A
3UZM-P	3UZM-A
3UZM-H	3UZM-A
3UZM-G	3UZM-A
3UZM-L	3UZM-A
3UZN-P	3UZN-A
3UZN-Q	3UZN-B
3UZN-D	3UZN-A
3UZN-3	3UZN-A
3UZS-A	3UZS-C
3V22-L	3V22-A
3V23-S	3V23-B
3V23-Q	3V23-A
3V23-D	3V23-A
3V23-0	3V23-A
3V24-D	3V24-A
3V25-S	3V25-B
3V25-Q	3V25-A
3V25-D	3V25-A
3V25-0	3V25-A
3V26-I	3V26-A
3V27-S	3V27-B
3V27-Q	3V27-A
3V27-D	3V27-A
3V27-0	3V27-A
3V28-D	3V28-A
3V29-S	3V29-B
3V29-Q	3V29-A
3V29-D	3V29-A
3V29-0	3V29-A
3V2C-L	3V2C-A
3V2D-S	3V2D-B
3V2D-Q	3V2D-A
3V2D-D	3V2D-A
3V2D-0	3V2D-A
3V2E-D	3V2E-A
3V2F-S	3V2F-B
3V2F-Q	3V2F-A
3V2F-D	3V2F-A
3V2F-0	3V2F-A
3V7E-A	3V7E-C
3VJR-A	3VJR-B
3W3S-A	3W3S-B
3ZGZ-A	3ZGZ-B
3ZVO-M	3ZVO-A
3ZVO-I	3ZVO-A
3ZVP-S	3ZVP-B
3ZVP-Q	3ZVP-A
3ZVP-D	3ZVP-A
3ZVP-0	3ZVP-A
4A17-M	4A17-3
4A17-U	4A17-2
4A18-U	4A18-1
4A19-U	4A19-1
4A1A-M	4A1A-3
4A1A-U	4A1A-2
4A1B-L	4A1B-1
4A1C-M	4A1C-3
4A1C-U	4A1C-2
4A1D-U	4A1D-1
4A1E-M	4A1E-3
4A1E-U	4A1E-2
4A36-A	4A36-S
4ABR-M	4ABR-A
4ABR-D	4ABR-A
4ABR-I	4ABR-A
4ABR-G	4ABR-A
4ABR-L	4ABR-A
4ABS-S	4ABS-B
4ABS-Q	4ABS-A
4ABS-D	4ABS-A
4ABS-0	4ABS-A
4AL5-A	4AL5-B
4AL6-A	4AL6-B
4AL7-A	4AL7-B
4ANG-B	4ANG-R
4AQ7-A	4AQ7-B
4AQY-I	4AQY-A
4ARC-A	4ARC-B
4ARI-A	4ARI-B
4AS1-A	4AS1-B
4ATO-A	4ATO-G
4AY2-A	4AY2-C
4B3O-A	4B3O-R
4B3P-A	4B3P-R
4B3Q-A	4B3Q-R
4DH9-Y	4DH9-A
4DH9-D	4DH9-A
4DHA-S	4DHA-B
4DHA-Q	4DHA-A
4DHA-D	4DHA-A
4DHA-0	4DHA-A
4DHB-G	4DHB-A
4DHB-L	4DHB-A
4DHC-S	4DHC-B
4DHC-Q	4DHC-A
4DHC-D	4DHC-A
4DHC-0	4DHC-A
4DR1-I	4DR1-A
4DR2-D	4DR2-A
4DR3-D	4DR3-A
4DR4-D	4DR4-A
4DR5-L	4DR5-A
4DR6-L	4DR6-A
4DR7-L	4DR7-A
4DUY-I	4DUY-A
4DUZ-I	4DUZ-A
4DV0-L	4DV0-A
4DV1-L	4DV1-A
4DV2-I	4DV2-A
4DV3-I	4DV3-A
4DV4-I	4DV4-A
4DV5-I	4DV5-A
4DV6-I	4DV6-A
4DV7-D	4DV7-A
4ERD-A	4ERD-D
4FY1-4	4FY1-7
4FY2-4	4FY2-7
4FY3-4	4FY3-7
4FY4-4	4FY4-7
4FY5-4	4FY5-7
4FY6-4	4FY6-7
4FY7-4	4FY7-7
4FY8-4	4FY8-7
4FY9-4	4FY9-7
4FYA-4	4FYA-7
4G5K-G	4G5K-A
4G5K-L	4G5K-A
4G5L-P	4G5L-A
4G5L-Q	4G5L-B
4G5L-D	4G5L-A
4G5L-3	4G5L-A
4G5M-G	4G5M-A
4G5M-L	4G5M-A
4G5N-P	4G5N-A
4G5N-Q	4G5N-B
4G5N-D	4G5N-A
4G5N-3	4G5N-A
4G5T-J	4G5T-A
4G5T-N	4G5T-A
4G5T-G	4G5T-A
4G5T-L	4G5T-A
4G5U-P	4G5U-A
4G5U-Q	4G5U-B
4G5U-D	4G5U-A
4G5U-3	4G5U-A
4G5V-J	4G5V-A
4G5V-N	4G5V-A
4G5V-G	4G5V-A
4G5V-L	4G5V-A
4G5W-P	4G5W-A
4G5W-Q	4G5W-B
4G5W-D	4G5W-A
4G5W-3	4G5W-A
4GAQ-K	4GAQ-A
4GAQ-I	4GAQ-A
4GAQ-G	4GAQ-A
4GAQ-U	4GAQ-A
4GAR-F	4GAR-A
4GAR-O	4GAR-B
4GAR-W	4GAR-A
4GAR-M	4GAR-A
4GAR-C	4GAR-A
4GAS-K	4GAS-A
4GAS-I	4GAS-A
4GAS-U	4GAS-A
4GAU-O	4GAU-B
4GAU-W	4GAU-A
4GAU-M	4GAU-A
4GAU-C	4GAU-A
4GCW-A	4GCW-B
4GD1-K	4GD1-A
4GD1-I	4GD1-A
4GD1-G	4GD1-A
4GD1-L	4GD1-A
4GD1-U	4GD1-A
4GD2-K	4GD2-A
4GD2-I	4GD2-A
4GD2-G	4GD2-A
4GD2-U	4GD2-A
4GG4-A	4GG4-H
4GHL-D	4GHL-E
4GZY-C	4GZY-R
4GZZ-C	4GZZ-R
4HKQ-A	4HKQ-E
4IFD-J	4IFD-R
4IG8-A	4IG8-C
5MSF-A	5MSF-R
